protein	pval	beta	se	pval_fdr	dummy_ref	dummy_alt	sample_size	OID3072	OID3072_UniProt	OID3072_Assay
P39060	0.0912565519882569	20.599738135899354	12.197809702788897	0.2878621904510782	A	G	300	OID20332	P39060	COL18A1
P39748	0.6699934571528554	-1.102463320022092	2.58698872069786	0.8301193254140257	A	G	300	OID21192	P39748	FEN1
P39900	0.376149786967293	6.93770041609067	7.839097102203483	0.628686052452695	A	G	300	OID21439	P39900	MMP12
P39905	0.6738404434806129	3.34029968177644	7.936407162130396	0.8315538383636968	A	G	300	OID20861	P39905	GDNF
P40121	0.6908390197505431	-1.9955709458512705	5.017568796084026	0.8430076248501445	A	G	300	OID21431	P40121	CAPG
P40189	0.105012349475973	28.09999927341638	17.33471421828954	0.313641178751858	A	G	300	OID20147	P40189	IL6ST
P40197	0.9137077986088534	0.8795887105124426	8.117062171560638	0.956688643260176	A	G	300	OID30611	P40197	GP5
P40198	0.1859449397780413	8.550738910729883	6.464753065109139	0.43591105063536	A	G	300	OID21245	P40198	CEACAM3
P40199	0.4548345255979694	7.548342083116304	10.09974482940104	0.6934090027513928	A	G	300	OID30362	P40199	CEACAM6
P40222	0.4422608092391659	2.308659437782312	3.004576057932642	0.6827927187038074	A	G	300	OID20952	P40222	TXLNA
P40225	0.0331708550429106	16.32569431634936	7.664612166386753	0.1521068564840531	A	G	300	OID20098	P40225	THPO
P40259	0.471774667213735	5.962214143263814	8.285518733968066	0.7059082055564159	A	G	300	OID20635	P40259	CD79B
P40313	0.0369784391193214	-12.67883304486248	6.078054028001638	0.1614317169338415	A	G	300	OID31157	P40313	CTRL
P40818	0.3931347140309769	2.398426018077104	2.8086378099168434	0.6406708977648102	A	G	300	OID20110	P40818	USP8
P40925	0.1105356345091529	10.275467799786792	6.439109341157322	0.3229564890888772	A	G	300	OID30669	P40925	MDH1
P40933	0.6970019960539557	4.6008137519576735	11.816026720107478	0.8444391665174635	A	G	300	OID20562	P40933	IL15
P41159	0.0813724616094411	7.755374156934898	4.450007808986455	0.2694886171895436	A	G	300	OID20187	P41159	LEP
P41208	0.2631005911135075	3.8570088000879608	3.4465498508222945	0.5273822139047705	A	G	300	OID20836	P41208	CETN2
P41217	0.0479223484945901	-22.69642301989729	11.474103283493706	0.1914927222335125	A	G	300	OID20603	P41217	CD200
P41218	0.3023195606296711	-1.7708477874542177	1.716816251005162	0.563113184315062	A	G	300	OID20156	P41218	MNDA
P41222	0.7624803575237731	3.373111859873963	11.160920101114847	0.8827606517348161	A	G	300	OID20408	P41222	PTGDS
P41227	0.6960183306442396	1.671059957217904	4.277082393471337	0.8438616764413489	A	G	300	OID30188	P41227	NAA10
P41236	0.4894599988930176	2.454468179497917	3.5511891996929155	0.7177927317248117	A	G	300	OID20176	P41236	PPP1R2
P41271	0.9504135732895138	-0.8773334518647093	14.107890701700272	0.9729439400194796	A	G	300	OID21486	P41271	NBL1
P41439	0.0588973551643321	6.190846764475462	3.2773858818539683	0.2183801560717781	A	G	300	OID21485	P41439	FOLR3
P41586	0.0835958313227964	-11.669361296503688	6.744543835593968	0.2742131938833974	A	G	300	OID21188	P41586	ADCYAP1R1
P41732	0.0832577842987554	-8.871266270644417	5.121716144539153	0.2742131938833974	A	G	300	OID30810	P41732	TSPAN7
P42081	0.5661625895201697	7.95381442761549	13.863771421907506	0.7688335304455676	A	G	300	OID31500	P42081	CD86
P42574	0.5568021766024958	1.8519882556685168	3.1517948712255444	0.7665908337869969	A	G	300	OID20305	P42574	CASP3
P42575	0.206141008917857	5.164487899559136	4.085027376338289	0.4682254176120219	A	G	300	OID20555	P42575	CASP2
P42658	0.552677514293066	5.475787228854911	9.22233620189972	0.7636570573557454	A	G	300	OID21354	P42658	DPP6
P42681	0.2408055655956165	-6.067350101246759	5.172613802588549	0.5052626884711973	A	G	300	OID31262	P42681	TXK
P42701	0.0071643412902027	26.40775388563344	9.820268271307429	0.047239369997025	A	G	300	OID20486	P42701	IL12RB1
P42702	0.2311683105267656	17.44752417204195	14.57172495086147	0.4953264716451779	A	G	300	OID20606	P42702	LIFR
P42768	0.2859429300799763	1.9876667546114648	1.8627436845706544	0.5506579229504862	A	G	300	OID20479	P42768	WAS
P42785	2.812509142193028e-09	57.73938115472931	9.716863253102748	2.05383480108646e-07	A	G	300	OID20337	P42785	PRCP
P42830	0.2916322360472941	3.80544418736736	3.608603198690453	0.5576186604422274	A	G	300	OID20207	P42830	CXCL5
P42892	0.1464345057939569	15.233891012904314	10.48991677305012	0.3789591103309724	A	G	300	OID20891	P42892	ECE1
P43007	0.5072471392608597	-3.927631234220848	5.922865443818079	0.731893569628809	A	G	300	OID30926	P43007	SLC1A4
P43121	0.9677488859329668	-0.4656847468043765	11.517786940212169	0.9820231657134068	A	G	300	OID20343	P43121	MCAM
P43146	0.2241183799663615	-19.18932205956808	15.785239385193814	0.4879472444893122	A	G	300	OID30953	P43146	DCC
P43166	0.7246609682165767	-2.6354391166823805	7.482017735685257	0.8629167094009867	A	G	300	OID31265	P43166	CA7
P43220	0.117632042245057	-9.785315724122883	6.253435066272209	0.3352226296564014	A	G	300	OID30809	P43220	GLP1R
P43234	1.0752410659757925e-05	53.82177899261852	12.22816056512538	0.0002066302074812	A	G	300	OID20660	P43234	CTSO
P43251	5.648185470972324e-11	130.21214774456703	19.871332711629574	7.173195548134852e-09	A	G	300	OID30754	P43251	BTD
P43320	0.2683174673917545	4.83415000462863	4.367107282119466	0.5324424743555128	A	G	300	OID31081	P43320	CRYBB2
P43357	0.793241922060578	1.0118021254511125	3.8603204282120687	0.9002965238906416	A	G	300	OID31331	P43357	MAGEA3
P43378	0.8717176079856904	-1.3587673076965556	8.414610488220124	0.9437683961920688	A	G	300	OID30437	P43378	PTPN9
P43487	0.6078745156536707	2.3470634830667936	4.574193430269586	0.7937422709988252	A	G	300	OID30258	P43487	RANBP1
P43489	0.2464148835502654	11.327047256063846	9.772266631226266	0.5112058770243787	A	G	300	OID20653	P43489	TNFRSF4
P43490	0.3766173271688947	-4.608319918501117	5.212169907179746	0.628686052452695	A	G	300	OID21227	P43490	NAMPT
P43627	0.6657146549080273	2.1762455388690016	5.037176125288453	0.8286376202473057	A	G	300	OID31431	P43627	KIR2DL2
P43628	0.4835463467607614	3.7148881300420498	5.3023613309851125	0.7144610357185902	A	G	300	OID21196	P43628	KIR2DL3
P43629	0.421665777424734	-1.754745988965269	2.183783845594313	0.6650570927957062	A	G	300	OID21185	P43629	KIR3DL1
P43630	0.3084244848899443	-5.562395149535553	5.461180317423263	0.5705559976969773	A	G	300	OID31191	P43630	KIR3DL2
P43632	0.0747771779685696	-4.96212590914915	2.784850213953076	0.253981554472316	A	G	300	OID31432	P43632	KIR2DS4
P43652	2.441822605094871e-06	77.09889588493252	16.35902197305346	5.6161919917182034e-05	A	G	300	OID30741	P43652	AFM
P45452	0.4365796646688785	-3.787748322043712	4.868684174425434	0.6800650179177791	A	G	300	OID20807	P45452	MMP13
P45954	0.0484890631369832	6.248879600068753	3.167105384357295	0.1929653316391388	A	G	300	OID30356	P45954	ACADSB
P45984	0.179467053798539	8.301074294900534	6.183766400476945	0.4276931909127393	A	G	300	OID20557	P45984	MAPK9
P46013	0.2632397356635246	-4.826714675705867	4.314317921517112	0.5273822139047705	A	G	300	OID30455	P46013	MKI67
P46060	0.9436134879062448	-0.7020839073173951	9.926402256689975	0.9708700436914764	A	G	300	OID21203	P46060	RANGAP1
P46109	0.4721286586216746	2.1292471557465973	2.961318812550084	0.7059082055564159	A	G	300	OID20742	P46109	CRKL
P46379	0.0956921569004816	11.36950408875214	6.823995026823296	0.295945551680404	A	G	300	OID20114	P46379	BAG6
P46531	0.0888021818702378	34.214493492368625	20.10547197364529	0.2847323526267449	A	G	300	OID20311	P46531	NOTCH1
P46783	0.1300276798320661	-7.895459013292783	5.214991316720267	0.3555558468462073	A	G	300	OID30070	P46783	RPS10
P46926	0.7544438242248449	3.150746247860428	10.073193263489118	0.878231340401284	A	G	300	OID30197	P46926	GNPDA1
P46937	0.0247072839148961	26.61513600506233	11.850285867969331	0.1236511369341631	A	G	300	OID31113	P46937	YAP1
P47712	0.2660195057978284	3.625873580774959	3.259868618612137	0.5289605013175335	A	G	300	OID20685	P47712	PLA2G4A
P47813	0.6393680128835764	1.4617083431408615	3.119425103187356	0.8125279351205744	A	G	300	OID31125	P47813	EIF1AX
P47874	0.4403712979866917	-4.813491405118038	6.238596681366407	0.6814493854883013	A	G	300	OID30835	P47874	OMP
P47928	0.789557939083936	-1.9215862282713407	7.200061473727876	0.8997349622163051	A	G	300	OID31284	P47928	ID4
P47929	0.563565172316673	-4.020712749194627	6.961620439894524	0.7687942558304411	A	G	300	OID21406	P47929	LGALS7_LGALS7B
P47972	0.0031949927737252	-31.07035350983274	10.538300962000076	0.0250203053406201	A	G	300	OID30390	P47972	NPTX2
P47992	0.0323590997787363	14.895776471129471	6.960817600635207	0.1493221650137262	A	G	300	OID21398	P47992	XCL1
P48023	0.6129938591048502	5.833856870505043	11.533816350540969	0.7972195291385874	A	G	300	OID20665	P48023	FASLG
P48047	0.1087522956949976	7.681463037836038	4.789460025472623	0.3202272739164193	A	G	300	OID20811	P48047	ATP5PO
P48052	0.3531643671086333	5.389036626517326	5.804218470029975	0.6077654348184378	A	G	300	OID21060	P48052	CPA2
P48060	0.2647298982133886	-11.060635439672849	9.917350434178314	0.5286979478347318	A	G	300	OID31517	P48060	GLIPR1
P48061	0.1330895402459836	-10.52613157397261	7.007940208613938	0.3606257393863804	A	G	300	OID20464	P48061	CXCL12
P48165	0.5357721045295023	3.063950618800904	4.948088927022139	0.751315562808774	A	G	300	OID31187	P48165	GJA8
P48169	0.04016205495301	-10.51924306844572	5.12614121324164	0.1707618086138896	A	G	300	OID30803	P48169	GABRA4
P48304	0.3436984170545618	5.029389741165508	5.311522018750489	0.6024789531838198	A	G	300	OID20266	P48304	REG1B
P48307	0.0013569357406443	30.23522492905447	9.437719377607957	0.0119385822241626	A	G	300	OID21512	P48307	TFPI2
P48357	0.1578213036626143	17.56530595984651	12.43616877231379	0.3987324141081064	A	G	300	OID20128	P48357	LEPR
P48431	0.5516511604380577	-8.85501476661562	14.875184575004786	0.763322140994584	A	G	300	OID30981	P48431	SOX2
P48436	0.969239118701083	0.3233790427631223	8.385819909434334	0.9821006447855416	A	G	300	OID30905	P48436	SOX9
P48507	0.6927371196994077	2.2885396238743083	5.791669770587202	0.843046483820341	A	G	300	OID30059	P48507	GCLM
P48546	0.0306947537975665	-15.818439012080017	7.319936843205495	0.1445429993604016	A	G	300	OID30542	P48546	GIPR
P48643	0.2831273103025594	5.805366404581175	5.408790795748941	0.5498769105011809	A	G	300	OID21200	P48643	CCT5
P48668	0.0858649471487508	-8.171604283486266	4.757500579901652	0.2783701560726982	A	G	300	OID30169	P48668	KRT6C
P48730	0.0240817989540335	6.263161626697802	2.7764435419374447	0.1214919281090884	A	G	300	OID30492	P48730	CSNK1D
P48740	0.0053859717156325	29.614215001305407	10.641133093406234	0.0376373765104366	A	G	300	OID20954	P48740	MASP1
P48745	0.595847644846713	4.004421374902119	7.5500813969161475	0.7836429403859743	A	G	300	OID20299	P48745	CCN3
P48775	0.0534674819417066	14.1581247741691	7.331538873862283	0.2052280088721747	A	G	300	OID30910	P48775	TDO2
P48960	0.4974552797528292	7.028229807284532	10.358495051753586	0.7239918599275098	A	G	300	OID20260	P48960	ADGRE5
P49023	0.5572198542568719	2.0276064811467163	3.454326291153045	0.7666402321757037	A	G	300	OID20822	P49023	PXN
P49069	0.0053653076035204	13.77494631119207	4.947468281950474	0.0375828861148275	A	G	300	OID30952	P49069	CAMLG
P49137	0.5579509878254632	2.4850218350421738	4.241464468966783	0.7666402321757037	A	G	300	OID31293	P49137	MAPKAPK2
P49223	0.7116555427634969	-1.6827931378380174	4.552598367416926	0.8540965893570585	A	G	300	OID31509	P49223	SPINT3
P49354	0.143927054685794	9.68167987431602	6.625287854271836	0.3737883911285718	A	G	300	OID31381	P49354	FNTA
P49366	0.0083825631146739	17.690739030706816	6.71054572550405	0.053113810971719	A	G	300	OID31357	P49366	DHPS
P49441	0.739038103528673	1.826208747114457	5.482012729424604	0.8690540661864952	A	G	300	OID21345	P49441	INPP1
P49454	0.002817270041096	17.4577898164831	5.844584056314025	0.0225458788768257	A	G	300	OID31329	P49454	CENPF
P49593	0.6887060521549202	2.1388761317973874	5.339026021323918	0.8410160444584122	A	G	300	OID30350	P49593	PPM1F
P49662	0.950607207334832	-0.1695998370661921	2.737941996269248	0.9729439400194796	A	G	300	OID31276	P49662	CASP4
P49715	0.749943424460314	-2.429406823637334	7.622530216700695	0.8762338971394309	A	G	300	OID30458	P49715	CEBPA
P49747	0.7909899280590884	2.641153927177654	9.965665014014949	0.8997349622163051	A	G	300	OID20405	P49747	COMP
P49755	0.0610502822604273	-12.620684971606764	6.737747774277415	0.2243117918021486	A	G	300	OID30068	P49755	TMED10
P49756	0.9743612587963544	0.2028300360486013	6.311039106172554	0.9842488526595328	A	G	300	OID31236	P49756	RBM25
P49757	0.1439030516159308	4.89195183235358	3.3474199401629363	0.3737883911285718	A	G	300	OID30568	P49757	NUMB
P49763	0.5315381691854315	8.705335673224033	13.91385064096953	0.7493354209414311	A	G	300	OID20673	P49763	PGF
P49765	0.9312493060078796	0.9544116130611884	11.062676465824072	0.9652871621181748	A	G	300	OID30554	P49765	VEGFB
P49767	0.0530835182456267	12.3386836011997	6.37908324940824	0.2042911156725634	A	G	300	OID21524	P49767	VEGFC
P49771	0.2093303981534476	13.338019572455126	10.62444330738419	0.4732616818933595	A	G	300	OID20661	P49771	FLT3LG
P49788	0.0169673399303991	21.725174789990565	9.099874786574	0.092986116203932	A	G	300	OID21177	P49788	RARRES1
P49789	0.619801314590271	1.6759041963818586	3.377940438521199	0.8000175165347686	A	G	300	OID20872	P49789	FHIT
P49792	0.3836669492876818	-6.649964309575145	7.63346163543161	0.6335167658956012	A	G	300	OID30812	P49792	RANBP2
P49862	0.5196567390670885	6.677721945804326	10.371152566257487	0.739005518410402	A	G	300	OID30652	P49862	KLK7
P49908	0.0986407575581129	17.42551809665928	10.551460615596367	0.3017064427510447	A	G	300	OID30745	P49908	SELENOP
P50053	0.0017083350237196	20.801664925190465	6.631604417589003	0.0146335677545013	A	G	300	OID30241	P50053	KHK
P50120	0.6772156728054497	2.3766697342944023	5.70950330909569	0.8336059756699192	A	G	300	OID21365	P50120	RBP2
P50135	0.0001184660428221	23.93294452751748	6.217513700364388	0.0015729059594697	A	G	300	OID20975	P50135	HNMT
P50225	0.6459870028526298	-1.2512092560111672	2.7239033852662526	0.8146546926468023	A	G	300	OID21031	P50225	SULT1A1
P50452	0.465679083254972	-2.720139395319903	3.7286320036201697	0.7026077490639324	A	G	300	OID20630	P50452	SERPINB8
P50453	0.3503465557443386	-7.535579140917386	8.068786353791111	0.6075359128205087	A	G	300	OID20932	P50453	SERPINB9
P50454	0.0164392517254903	6.002248042867749	2.501963775304737	0.0911177500761995	A	G	300	OID31322	P50454	SERPINH1
P50461	0.0225838444174966	-8.623462263272808	3.781553187973217	0.1163446376428705	A	G	300	OID30176	P50461	CSRP3
P50502	0.0325312715204494	10.320738090663	4.827690413270233	0.1498798803016288	A	G	300	OID30624	P50502	ST13
P50552	0.0895224688690078	5.755197692273708	3.389553473781961	0.2851637203559125	A	G	300	OID30692	P50552	VASP
P50579	0.85163572360928	0.83107699331856	4.443507076113348	0.933093754187062	A	G	300	OID21437	P50579	METAP2
P50583	0.456900705071554	3.409483061974857	4.5828852252925865	0.6947459445674177	A	G	300	OID21308	P50583	NUDT2
P50591	0.1749849879529671	17.702082798883165	13.051178535469573	0.4234723693542808	A	G	300	OID20611	P50591	TNFSF10
P50749	0.7206866642588479	1.0390975291633309	2.906231323490457	0.8595997558816829	A	G	300	OID21194	P50749	RASSF2
P50895	0.6186374601777087	6.70981059965039	13.479406511170192	0.7999892905643707	A	G	300	OID21076	P50895	BCAM
P50897	0.4522323671440095	4.031501922468992	5.363189756030275	0.6915266794114431	A	G	300	OID30947	P50897	PPT1
P50914	0.6527562250664152	2.3305553705149213	5.179742804449124	0.8197338492772995	A	G	300	OID30284	P50914	RPL14
P50995	0.7226679079844618	-1.4920350180631592	4.2041535498277005	0.8612455973980468	A	G	300	OID20583	P50995	ANXA11
P51161	0.2019356276161122	7.347694959493601	5.758127692017536	0.4625610866118174	A	G	300	OID20076	P51161	FABP6
P51452	0.8619292150479242	0.6145911918198887	3.533780769390876	0.9387379706021576	A	G	300	OID20827	P51452	DUSP3
P51460	0.0994870699804861	-11.710204612867484	7.1085302277646445	0.3032310723875136	A	G	300	OID31129	P51460	INSL3
P51511	0.73034920590929	-2.4944575832061746	7.237422410157401	0.8663417324572995	A	G	300	OID30299	P51511	MMP15
P51531	0.0377631361163843	7.624398459636684	3.670134765688752	0.1634164749569756	A	G	300	OID20796	P51531	SMARCA2
P51580	0.4404224169980075	3.092482154682443	4.008505442340459	0.6814493854883013	A	G	300	OID21270	P51580	TPMT
P51617	0.1246688722987393	5.6449251109460175	3.676354389873872	0.3478106742928533	A	G	300	OID20485	P51617	IRAK1
P51649	0.5520668901939532	3.464986623367444	5.826779767705604	0.7635199648035881	A	G	300	OID31047	P51649	ALDH5A1
P51671	0.0735473518948723	20.79259871306417	11.61974809011937	0.2524463159634806	A	G	300	OID20668	P51671	CCL11
P51687	0.0059754129986543	15.014668618485285	5.461612232373908	0.0410686620448687	A	G	300	OID31031	P51687	SUOX
P51688	0.0898837817675989	11.388512223723628	6.71488079211297	0.2851791246058539	A	G	300	OID30341	P51688	SGSH
P51692	0.4001918743453568	1.808744012800704	2.1499940745456465	0.6460157055797909	A	G	300	OID21277	P51692	STAT5B
P51693	7.336436753533757e-06	-26.44381616773864	5.897784157057168	0.0001530695125505	A	G	300	OID20164	P51693	APLP1
P51808	0.5206767098974556	3.2322463077466423	5.032279457461137	0.7400957029734637	A	G	300	OID31415	P51808	DYNLT3
P51815	0.1978435888244852	-7.932517272119815	6.1601277810496375	0.4566361643064731	A	G	300	OID31303	P51815	ZNF75D
P51858	0.4120795254896795	-2.944759416056423	3.590120960137972	0.6563164089178593	A	G	300	OID21455	P51858	HDGF
P51888	0.8259698007225047	2.327938770511237	10.587635511141109	0.9187577257846292	A	G	300	OID20766	P51888	PRELP
P51948	0.9267098617066104	-0.5190596807020315	5.642865701816413	0.9636594895140652	A	G	300	OID31327	P51948	MNAT1
P52179	0.0001894332638659	33.31815886978172	8.92600547607331	0.0022959940404659	A	G	300	OID30834	P52179	MYOM1
P52209	0.2566907474901252	6.147458765977161	5.4198566063718125	0.521439734573162	A	G	300	OID30344	P52209	PGD
P52564	0.8258529817462293	-0.6846705560540669	3.1118088357752924	0.9187577257846292	A	G	300	OID20552	P52564	MAP2K6
P52630	0.5281212607354775	2.1549355265964723	3.4157801626882582	0.7474534305301588	A	G	300	OID30536	P52630	STAT2
P52758	2.1876251767461069e-13	42.579495535584456	5.8035520199111925	5.325044284396149e-11	A	G	300	OID30635	P52758	RIDA
P52788	0.8092249593887466	1.081265388961672	4.478661639441242	0.9106543268109036	A	G	300	OID30853	P52788	SMS
P52789	0.8705270051830495	-0.5251600409434526	3.222055911715921	0.9437683961920688	A	G	300	OID20065	P52789	HK2
P52798	0.0308728025348629	25.34244317602749	11.739632855928877	0.1445429993604016	A	G	300	OID20935	P52798	EFNA4
P52799	0.8894747594515501	-1.062669158307758	7.646815180477927	0.9487134506754724	A	G	300	OID30954	P52799	EFNB2
P52823	0.0290854859789211	13.14582138735621	6.023766273989014	0.1397347114217574	A	G	300	OID21014	P52823	STC1
P52848	0.5157183363062824	-3.395077722816488	5.223521384821753	0.736597110914151	A	G	300	OID31369	P52848	NDST1
P52888	0.0385401190572913	17.194813787602527	8.310432700194886	0.1654488156971145	A	G	300	OID20194	P52888	THOP1
P52943	0.002761378684112	21.543698442560963	7.197730909540486	0.0222203502377166	A	G	300	OID20901	P52943	CRIP2
P53367	0.920218456430338	0.3607534435227928	3.601823908510996	0.9594286543430672	A	G	300	OID31024	P53367	ARFIP1
P53384	0.363056218504559	-4.415615260280402	4.85468813210627	0.6177118830682952	A	G	300	OID31412	P53384	NUBP1
P53420	0.3181050611215423	-5.61205055732404	5.621272209277535	0.5802647940121508	A	G	300	OID31333	P53420	COL4A4
P53539	0.7035668346560945	2.2787184343914606	5.988589287317328	0.849226381809582	A	G	300	OID20791	P53539	FOSB
P53582	0.7134919178995855	2.986807052427185	8.134661893819917	0.854143398436348	A	G	300	OID20815	P53582	METAP1
P53634	0.076041389797804	12.70183695476998	7.159467294176812	0.2570797449066961	A	G	300	OID20679	P53634	CTSC
P53674	0.0958057965514214	7.753669043963388	4.655358626699789	0.295945551680404	A	G	300	OID30319	P53674	CRYBB1
P53814	0.3498309942118237	1.823447486655636	1.9503840229489084	0.6075359128205087	A	G	300	OID31154	P53814	SMTN
P53985	0.0912390625205731	9.72822443461216	5.76010330757596	0.2878621904510782	A	G	300	OID20799	P53985	SLC16A1
P53990	0.6644889685368185	1.277113012854538	2.944530131357172	0.8277067279727278	A	G	300	OID31497	P53990	IST1
P54105	0.3529583288387189	8.601638612000853	9.260361479235405	0.6077654348184378	A	G	300	OID30929	P54105	CLNS1A
P54108	0.0222112176685335	-42.77755589446536	18.70681603713428	0.1148300297518342	A	G	300	OID30715	P54108	CRISP3
P54252	0.2926173780110511	4.001010368766369	3.801806559186548	0.5576186604422274	A	G	300	OID31149	P54252	ATXN3
P54274	0.1251993594170673	-10.740910000455088	7.005045446109721	0.3480041214555097	A	G	300	OID30480	P54274	TERF1
P54277	0.3806957254724781	4.45723058073208	5.084592421913766	0.6325042261728022	A	G	300	OID30943	P54277	PMS1
P54284	0.1565700157561155	4.784877457758059	3.3774758611929947	0.3969974097427199	A	G	300	OID31039	P54284	CACNB3
P54296	0.4439969657667028	-3.945792098561397	5.154790509915708	0.6843879350947434	A	G	300	OID30131	P54296	MYOM2
P54315	9.751483467893712e-05	21.1783664460775	5.434958009533833	0.0013662283790126	A	G	300	OID31122	P54315	PNLIPRP1
P54317	0.2302728126910137	-2.029972058643388	1.6921278951083836	0.4952958409465492	A	G	300	OID20775	P54317	PNLIPRP2
P54577	0.9122833055382816	0.2651915085039835	2.4073529477203657	0.9564894240765688	A	G	300	OID31494	P54577	YARS1
P54652	0.0034858163698926	23.176264590254352	7.933563396446208	0.0268656190407817	A	G	300	OID31424	P54652	HSPA2
P54687	0.0016760952376223	29.65179278368267	9.43624673790203	0.0143996299679257	A	G	300	OID30312	P54687	BCAT1
P54709	0.3999627561498827	-4.806115162404944	5.710092792322698	0.6460157055797909	A	G	300	OID30065	P54709	ATP1B3
P54727	0.5482541179153461	3.372893440832049	5.6179465527162415	0.7603452941436435	A	G	300	OID21166	P54727	RAD23B
P54760	0.8251957005311127	3.153900520631262	14.279612418222486	0.9187577257846292	A	G	300	OID20242	P54760	EPHB4
P54764	0.0351459922482853	26.484577134115327	12.571759144992631	0.1569746840324791	A	G	300	OID30622	P54764	EPHA4
P54819	0.4917284009360317	2.3772347349941483	3.457482228618702	0.7203303205286603	A	G	300	OID31142	P54819	AK2
P55000	0.1692473202014103	14.522973292444362	10.565033519998718	0.4161375608655888	A	G	300	OID30404	P55000	SLURP1
P55008	0.5154910363435925	3.030240642494304	4.659675688950228	0.736597110914151	A	G	300	OID21234	P55008	AIF1
P55010	0.0897599753476654	6.884514463597394	4.057674113083264	0.2851791246058539	A	G	300	OID30156	P55010	EIF5
P55011	0.2469355012976255	-9.818570983935215	8.480186438380661	0.511559290276854	A	G	300	OID30077	P55011	SLC12A2
P55039	0.3354892477325114	4.270828174255717	4.434385469432778	0.5949994490750854	A	G	300	OID21335	P55039	DRG2
P55058	5.629901966910015e-06	-45.6799316856804	10.062030900265109	0.0001218143973729	A	G	300	OID20238	P55058	PLTP
P55082	0.5863697957195687	-2.770468443774313	5.091797914613968	0.7790285367632813	A	G	300	OID20057	P55082	MFAP3
P55083	0.662455129017467	5.115201819683717	11.717977054648845	0.8258776917883146	A	G	300	OID30598	P55083	MFAP4
P55103	0.0005555272113431	33.15259841966248	9.60263873058943	0.0056343575844902	A	G	300	OID21093	P55103	INHBC
P55145	0.6218544286530401	1.4439022078648431	2.927478490687674	0.8012513392569608	A	G	300	OID20707	P55145	MANF
P55210	0.8968926679020692	0.3967600153706849	3.061711428351418	0.9512107113556144	A	G	300	OID31135	P55210	CASP7
P55211	0.3261259890504834	4.101939120065044	4.177353127322571	0.585503389069737	A	G	300	OID30530	P55211	CASP9
P55259	0.1103788154577011	-8.227677041739122	5.153594881113607	0.3229564890888772	A	G	300	OID20090	P55259	GP2
P55273	0.9311829273209437	0.3206973657220638	3.713639462707055	0.9652871621181748	A	G	300	OID21295	P55273	CDKN2D
P55283	0.8049400383454711	-1.391130427134006	5.633044498073715	0.9084265022337276	A	G	300	OID30875	P55283	CDH4
P55285	0.892081269248265	-0.9106278329849026	6.712023502743215	0.9496244123448184	A	G	300	OID20157	P55285	CDH6
P55291	0.3987057827734375	6.329811182647731	7.500354775701787	0.6456208608802559	A	G	300	OID21005	P55291	CDH15
P55769	0.4367689057219286	-2.876632573217893	3.699083115870629	0.6800650179177791	A	G	300	OID30052	P55769	SNU13
P55773	0.0003748587924049	32.83673535181694	9.23111704853739	0.0042605546016136	A	G	300	OID20693	P55773	CCL23
P55774	0.0002309934041443	24.72298623333037	6.713713367096207	0.0027652939897766	A	G	300	OID20395	P55774	CCL18
P55789	0.122016682665731	6.258566877048113	4.04727920825134	0.3433629384071293	A	G	300	OID21259	P55789	GFER
P55808	0.1876321486426508	12.898916302249232	9.789585144114078	0.4395136376785749	A	G	300	OID20259	P55808	XG
P55809	0.5373976486414211	2.7950858013045647	4.53193700508167	0.7521507099576382	A	G	300	OID30227	P55809	OXCT1
P55957	0.1110226584753491	6.331160109831266	3.972833208291152	0.3233272037951094	A	G	300	OID20517	P55957	BID
P56159	0.1173988831048216	18.48387800022482	11.804860931449609	0.3352122556688015	A	G	300	OID21457	P56159	GFRA1
P56192	0.2567032996631999	3.941581804772508	3.4751549804854456	0.521439734573162	A	G	300	OID30658	P56192	MARS1
P56279	0.5117127913978526	1.5846347214163097	2.4149646778035136	0.7352127224767715	A	G	300	OID20987	P56279	TCL1A
P56470	0.0339267903626306	14.970988046219118	7.058654596626303	0.1536436506189829	A	G	300	OID20748	P56470	LGALS4
P56645	0.3397487745553169	2.6774539454194306	2.804610031827764	0.5981954011308503	A	G	300	OID30511	P56645	PER3
P56851	0.4689025788279475	-5.95231715547121	8.218415514208214	0.7052854957551157	A	G	300	OID31365	P56851	EDDM3B
P57078	0.7047973918257378	-1.8556037704903496	4.897958239972121	0.8493041177900083	A	G	300	OID30138	P57078	RIPK4
P57087	0.3180687682338143	10.61225207088456	10.628892852879146	0.5802647940121508	A	G	300	OID21064	P57087	JAM2
P57771	0.748858642410981	-1.4159628422846091	4.422883923026549	0.8753165644187576	A	G	300	OID20454	P57771	RGS8
P58107	0.8120587538295514	-0.8567285057726663	3.603167327198253	0.9112580575700172	A	G	300	OID30250	P58107	EPPK1
P58294	0.5554364503746552	-3.4942523947038744	5.926143870272228	0.7659949013384258	A	G	300	OID20543	P58294	PROK1
P58417	0.1553413744113179	-11.296127245141886	7.949894669744621	0.3949104914320797	A	G	300	OID20849	P58417	NXPH1
P58499	0.2324098142361609	12.077351919497824	10.113559171120286	0.4963542911523346	A	G	300	OID21372	P58499	FAM3B
P58546	0.1180423321078507	9.40057795270206	6.014277369271137	0.33606398838892	A	G	300	OID20080	P58546	MTPN
P59282	0.6245561064303935	-2.1271403202429315	4.346394362877541	0.802558137011087	A	G	300	OID31274	P59282	TPPP2
